SM_REFRESH_RATE;화면 재생률
SM_GAMMA;감마
SM_SHADOWS;그림자
SM_TREES;나무
SM_DIFFICULTY;난이도
SM_AUTOSAVE_INTERVAL;자동 저장 주기
SM_APPLY;적용
SM_BACK;뒤로 가기
SM_ALERT;경고
SM_RESTART;변경 사항을 적용하려면 게임을 다시 시작해야 합니다.
SM_WP;설정 파일 저장 중 오류가 발생했습니다. 파일이 쓰기 금지되어 있는지 확인하고 다시 시도하십시오.
FE_HOST;호스트
FE_JOIN_LAN_GAME;LAN 게임 참가
FE_JOIN_INTERNET_GAME;인터넷 게임 참가
FE_SCAN;검색
FE_METASERVER;메타서버
FE_BACK;뒤로
FE_PLAYER;플레이어
FE_PLAYER_NAME;플레이어 이름:
FE_SINGLE_PLAYER;싱글 플레이어
FE_MULTI_PLAYER;멀티 플레이어
FE_OPTIONS;옵션
FE_CREDITS;제작진
FE_EXIT;종료
FE_NATION_TO_PLAY;플레이하고 싶은 국가를 클릭하십시오...
FE_NEW_GAME;새 게임
FE_SAVE_GAME;게임 저장
FE_HISTORICAL_START;역사적 시작
FE_SAVED_GAMES;저장된 게임
FE_SELECT_NATION;지도에서 국가를 클릭하여 선택하십시오...
FE_NO_COUNTRY_SELECTED;국가가 선택되지 않음
FE_MILITARY;군사
FE_ECONOMY;경제
FE_DIPLOMACY;외교
FE_DIFFICULTY;난이도:
FE_AT_WAR;전쟁 중:
FE_ALLIES;동맹국:
FE_LOAD;불러오기
FE_BOOKEDMARKED;북마크 날짜:
FE_STARTING_DATE;시작 날짜
FE_BOOKMARK_TITLE;북마크 제목
FE_BOOKMARK_DATE;북마크 날짜
FE_LOCAL_GAMES;로컬 게임
FE_MY_GAME;내 게임
FE_CANCEL;취소
PLAYER_LOST_TITLE;플레이어 연결 끊김.
PLAYER_LOST_DESC;$playername$ 플레이어의 연결이 끊어졌습니다. 행동을 선택하십시오.
SERVER_LOST_TITLE;서버 연결 끊김!
REMOVE_SERVER_LOST_DESC;서버와의 연결이 끊어졌습니다. 게임이 종료됩니다.
OK;확인
CANCEL;취소
SAVE;저장
QUIT;나가기
START;시작
CONTINUE;계속
CONNECTED;연결됨.
NAME_TAKEN;해당 이름은 사용 중입니다. 나가서 다른 이름을 선택하십시오.
CONNECTING;연결 중...
BANNED;당신은 이 게임에서 추방되었습니다
CONNECTION_FAILED;연결 실패!
GAME_NOT_FOUND;게임을 찾을 수 없습니다.
WAITING_FOR_PLAYERS;플레이어를 기다리는 중...
ALL_PLAYERS_HERE;모든 플레이어가 모였습니다.
LOOKING_FOR_HOST;호스트를 찾는 중...
LOST_PLAYER;플레이어와의 연결이 끊어졌습니다...
SERVER_LOST;서버와의 연결이 끊어졌습니다.
JOIN_IP_TITLE;IP 주소를 입력하세요...
HOST_TITLE;게임의 이름을 입력하세요...
HOST_BUTTON;호스트
JOIN_BUTTON;참가
LOG_SETTING_LOG;로그에 표시합니다.
LOG_SETTING_POPUP;팝업 창을 엽니다.
LOG_SETTING_MAP;지도에 표시합니다.
LOG_SETTING_IDLE;대기 메시지로 표시합니다.
QUIT_TITLE;게임 종료
QUIT_DESC;정말로 게임을 종료하고 바탕화면으로 돌아가시겠습니까?
ZOOM_IN;확대
ZOOM_OUT;축소
RESIGN_TITLE;게임 포기
RESIGN_DESC;정말로 게임을 포기하고 메인 메뉴로 돌아가시겠습니까?
SCAN;검색
STOP_SCAN;검색 중지
TIP_KICK;플레이어 강퇴
TIP_BAN;플레이어를 이번 세션 동안 차단
PLAYER_KICKED;호스트가 $NAME$을(를) 강퇴했습니다.
PLAYER_BANNED;호스트가 $NAME$을(를) 차단했습니다.
YOUKICKED;악행을 저질러 호스트에게 강퇴되었습니다!
BAD_VERSION;호스트의 게임 버전이 다릅니다!
JOINED_CHANNEL;$CHAN$ 채널에 참여했습니다.
USER_JOINED_CHANNEL;$NAME$이(가) 채널에 참여했습니다.
USER_LEFT_CHANNEL;$NAME$이(가) 채널을 떠났습니다.
METASERVER_GAME_INFO;생성자: $CREATOR$ \n 날짜: $DATE$
MENU_BAR_SAVE_GAME;게임 저장
MENU_BAR_GAME_OPTIONS;게임 옵션
MENU_BAR_GAME_RESIGN;포기
MENU_BAR_MESSAGE_SETTINGS;메시지 설정
MENU_BAR_QUIT;종료
MENU_BAR_CLOSE;닫기
MENU_BAR_SAVE;저장
MENU_BAR_SAVE_GAME_FILENAME;저장 파일 이름:
CHAT_ALLIES;동맹국
CHAT_FOES;적국
CHAT_ALL;전체
CHATMESSAGE_SETUP;채팅 메시지를 받았을 때
CHATMESSAGE_HEADER;채팅 메시지
CHATMESSAGE_1;통신 수신,
CHATMESSAGE_2;$TEXT$
CHATMESSAGE_3;*
CHATMESSAGE_4;*
CHATMESSAGE_5;*
CHATMESSAGE_6;*
CHATMESSAGE_LOG;$TEXT$
CHATMESSAGE_BTN1;확인
CHATMESSAGE_BTN2;확인
CHATMESSAGE_BTN3;이동
CHATMESSAGE_MAP;*
######################################################################;
######################################################################;
# Meta Server;
MS_USERNAME;사용자 이름:
MS_PASSWORD;비밀번호:
MS_CREATE_GAME;게임 생성
MS_NAME;이름:
MS_USE_PASSWORD;비밀번호 사용
MS_JOIN_GAME;게임 참가
MS_PASSWD;비밀번호
MS_ALERT;경고
MS_CONNECTION_FAILED;연결 실패!
MS_CHANNELS;채널
MS_METASERVER_LOGIN;메타서버 로그인
MS_JOINGAME;게임 참가
MS_REFRESH;새로고침
MS_START;시작
MS_BACK;뒤로
MS_JOIN;참가
MS_JOIN_CHANNEL;채널 참가
MS_LOGIN;로그인
MS_CREATE;생성
MS_GAMES;게임
MS_INFORMATION;정보
MS_CHAT;채팅
MS_CHANNEL_PLAYER;#채널 이름/플레이어 목록
MS_CONNECTION_LOST;연결 끊김.
PAUSE_RESUME;재개
MESSAGECAT_COMBAT;전투 메시지
MESSAGECAT_DIPLOMACY;외교 메시지
MESSAGECAT_UNITS;부대 메시지
MESSAGECAT_PROVS;프로빈스 메시지
MESSAGECAT_EVENTS;이벤트 메시지
MESSAGECAT_OTHERS;기타 메시지
MESSAGECAT_ALL;모든 메시지
MS_PASS;비밀번호:
MS_NOT_CONNECTED;연결되지 않음
MS_CONNECTING;연결 중...
MS_FAILED;연결 실패
MS_CANCEL;취소
MS_CONNECT;연결
MS_EMPTY_USERNAME;사용자 이름을 입력해야 합니다!
MS_LOGGED_AS;로그인 계정:
MS_CREDITS;사용 가능한 크레딧:
MS_MY_ITEMS;내 아이템
MS_CLOSE;닫기
MS_PURCHASE_BONUS_CONTENT;보너스 콘텐츠 구매
MS_DOWNLOAD;다운로드
MS_INSTALL;설치
MS_BUY_ITEM;아이템 구매
ME_ERROR;오류:
ME_STATUS_OK;상태 양호
GGCOINS_ERR_NO_MEM;메모리 할당 오류
GGCOINS_ERR_NET;네트워크 오류
GGCOINS_ERR_HANDSHAKE;연결 오류 - 방화벽 설정을 확인하십시오
GGCOINS_ERR_INVALID_RESPONSE;잘못된 사용자 이름 및 비밀번호입니다
GGCOINS_ERR_NOT_SIGNED_IN;로그인되지 않음
GGCOINS_ERR_NOT_FOUND;아이템을 찾을 수 없습니다
GGCOINS_ERR_PRICE_INCREASED;가격이 변동되었습니다. 목록을 업데이트하십시오
GGCOINS_ERR_OUT_OF_CREDITS;코인이 부족합니다.
GGCOINS_ERR_DUPLICATE;이미 소유하고 있는 아이템입니다
ME_PURCHASE_SUCCESSFUL;구매를 완료했습니다! 설치하려면 소유한 아이템 탭을 확인하십시오.
ME_BUY_ITEM;아이템 구매
ME_BUY_ITEM_DESC;정말로 §Y$CREDITS$§W 코인으로 §Y$NAME$§W 아이템을 구매하시겠습니까? 이 작업은 되돌릴 수 없습니다.
MS_AVAILABLE_ITEMS;구매 가능한 아이템
MESSAGESETTINGS_ALL;모두
MESSAGESETTINGS_COMBAT;전투
MESSAGESETTINGS_DIPLOMACY;외교
MESSAGESETTINGS_UNITS;부대
MESSAGESETTINGS_PROVINCES;프로빈스
MESSAGESETTINGS_EVENTS;이벤트
MESSAGESETTINGS_OTHER;기타
ME_CLICK_BUY;블루 코인으로 이 아이템을 구매하려면 여기를 클릭하십시오
ME_DOWNLOAD;아이템을 다운로드하려면 여기를 클릭하십시오
ME_DOWNLOAD_ERROR;다운로드 오류!
ME_INSTALL;아이템을 설치하려면 여기를 클릭하십시오. 설치를 적용하려면 재시작이 필요할 수 있습니다.
ME_BAD_VERSION;이 코인은 게임의 상위 버전용입니다. 버전을 최소 $NUMBER$(으)로 업데이트하십시오.
ME_NO_FILE;이 아이템에는 파일이 없습니다
ME_INSTALL_SUCCESS;설치 성공!
ME_INSTALL_FAIL;설치 실패!
MESSAGE_IS_PAUSE;이 메시지 유형 $TRUTH$ 현재 팝업으로 표시되며 게임을 일시 정지시킵니다.
MICRO_ERROR_TITLE;오류!
MICRO_ERROR_DESC;ggcoins.dll을 열지 못했습니다. 이 파일이 있는지 확인하거나 게임을 재설치하십시오.
VERY_EASY;매우 쉬움
EASY;쉬움
NORMAL;보통
HARD;어려움
VERY_HARD;매우 어려움
NEVER;안 함
MONTHLY;매월
HALFYEAR;매 반년
YEARLY;매년
FIVE_YEAR;매 5년
YEARS;년
MONTHS;월
LOST_PLR;플레이어 이탈
SAVE_LOADED;저장된 게임을 불러왔습니다...
COMPRESS_ERROR;압축 오류...
MS_LOGOUT;로그아웃
on;켜짐
off;꺼짐
very easy;매우 쉬움
easy;쉬움
normal;보통
hard;어려움
very hard;매우 어려움
SM_MULTISAMPLE;멀티샘플링 수준
RESTART_REQ;재시작 필요
RESTART_REQ_DESC;변경 사항을 적용하려면 게임을 재시작해야 합니다.
very_easy_player;매우 쉬움 난이도
easy_player;쉬움 난이도
hard_player;어려움 난이도
very_hard_player;매우 어려움 난이도
very_easy_ai;매우 쉬움 난이도
easy_ai;쉬움 난이도
hard_ai;어려움 난이도
very_hard_ai;매우 어려움 난이도
CORE_MP_PAUSED_NAME;$PLAYER$님이 일시 정지했습니다.
CORE_MP_PAUSED;아무나 일시 정지를 해제할 수 있을 때까지 $TIME$ 남았습니다....
OOS_TITLE;오류!
OOS_DESC;게임의 동기화가 끊어졌습니다!
###############################################################;
# Unit Names;
##############################################################;
army_base;육군
navy_base;해군
infantry;보병
cavalry;기병
cuirassier;흉갑기병
dragoon;용기병
engineer;공병
guard;근위대
hussar;후사르
irregular;비정규군
artillery;포병
tank;기갑
plane;항공기
commerce_raider;통상파괴함
cruiser;순양함
frigate;프리깃
manowar;전열함
ironclad;철갑함
dreadnought;드레드노트급 전함
clipper_transport;클리퍼 수송선
steam_transport;증기 수송선
monitor;모니터함
#;
army_base_short;(육)
navy_base_short;(해)
infantry_short;보병
cavalry_short;기병
cuirassier_short;흉갑
dragoon_short;용기
engineer_short;공병
guard_short;근위
irregular_short;비정규
hussar_short;후사르
artillery_short;포병
tank_short;전차
plane_short;항공
commerce_raider_short;통상
cruiser_short;순양
frigate_short;프리깃
manowar_short;전열
ironclad_short;철갑
dreadnought_short;드노
clipper_transport_short;범선
steam_transport_short;기선
monitor_short;모니터
###############################################################;
# 능력치;
##############################################################;
MAX_STRENGTH;최대 병력
DEFAULT_ORG;조직력
BUILD_TIME;생산 시간
MAXIMUM_SPEED;최고 속도
TRANSPORT_WEIGHT;무게
SUPPLY_CONSUMPTION;보급품 소비량
COMBAT_WIDTH;전투 정면
TRANSPORT_CAPABILITY;수송 능력
HULL;선체
FORT_ADJUSTER;요새
RIVER_ADJUSTER;도하
UA_ATTACK;공격
UA_DEFENCE;방어
UA_MOVEMENT;이동
UA_ATTRITION;소모
RECONAISSANCE;정찰
ATTACK;공격
DEFENCE;방어
DISCIPLINE;규율
SUPPORT;지원
MANUEVER;기동
GUN_RANGE;사거리
GUN_POWER;공격
##################################################;
# Naming Conventions;
##################################################;
REGIMENT_NAME;제$NUM$$ORDER$ $TYPE$ 여단
SUBUNIT_NAME;제$NUM$$ORDER$ $TYPE$
ARMY_NAME;제$NUM$$ORDER$군
NAVY_NAME;제$NUM$$ORDER$ 함대
ST;
ND;
TH;
RD;
##################################################;
# Trait Tags;
##################################################;
TRAIT_ATTACK;공격
TRAIT_DEFEND;방어
TRAIT_MORALE;사기
TRAIT_ORGANISATION;조직력
TRAIT_RECONAISSANCE;정찰
TRAIT_SPEED;속도
TRAIT_ATTRITION;소모
TRAIT_EXPERIENCE;경험치
TRAIT_RELIABILITY;신뢰도
##################################################;
# Trait Names;
##################################################;
no_personality;개성 없음
aggressive;공격적
relentless;가차없음
active_p;활동적
earnest;성실함
persistant;끈질김
balanced_p;균형 잡힘
cautious;신중함
coolminded;침착함
inspiring;고무적
gallant;용맹함
arrogant;오만함
vainglorious;허영심 강함
brutish;난폭함
bigoted;편협함
impetuous;성급함
polite;정중함
tactful;재치 있음
diplomatic;외교적
glory_hound;명예욕
vicious;악랄함
hellbent;무모함
deeply_religious;독실함
imperious;고압적
choleric;다혈질적인
fanatic;광신적인
irate;성난
wrathful;분노한
calm;침착한
reserved;과묵한
harsh;가혹한
merciless;무자비한
implacable;완강한
careful;신중한
meticulous;꼼꼼한
openminded;개방적인
charismatic;카리스마 있는
impulsive;충동적인
intuitive;직관적인
resourceful;지략이 풍부한
romantic;낭만적인
brash;경솔한
daring;대담한
soldierly;군인다운
disciplined;규율 잡힌
unflinching;흔들림 없는
bold;과감한
audacious;대담무쌍한
heroic;영웅적인
stout;굳건한
stalwart;충직한
stouthearted;담대한
steadfast;확고한
chivalrous;기사도적인
ballsy;배짱 있는
aweless;두려움 없는
dauntless;불굴의
confident;자신감 있는
manful;사내다운
doughty;용맹한
gutsy;담력 있는
spirited;기백 있는
resolute;단호한
defiant;반항적인
able;유능한
competent;역량 있는
expert;전문적인
smart_p;똑똑한
intelligent;총명한
brilliant;명석한
sharp;예리한
keen;명민한
clever;영리한
skilled;숙련된
efficient;효율적임
au_fait;정통함
indifferent;무관심함
mediocre;평범함
lackluster;신통치 않음
timid;소심함
chickenhearted;새가슴
lilylivered;겁이 많음
soft;유약함
spineless;줏대 없음
unmanly;사내답지 못함
yellow;비겁함
pusillanimous;나약함
coward;겁쟁이
craven;비겁자
bastard;사생아
shirker;기피자
scared;겁먹음
maladroit;서투름
undisciplined;규율 없음
incapable;무능함
inept;솜씨 없음
inefficient;비효율적임
perverse;심술궂음
unruly;다루기 힘듦
disorderly;무질서함
careless;부주의함
wretched;끔찍함
pisspoor;형편없음
unsound;불안정함
strange;이상함
shrinking_violet;수줍음쟁이
no_background;배경 없음
war_college;육군 대학
cavalry_school;기병 학교
armchair_general;탁상 장군
bureaucrat_speed;관료적 속도
generals_aide;장군의 부관
amateur;아마추어
madman;광인
aristocrat;귀족
drillmaster;훈련 교관
butcher;도살자
exranker;사병 출신
adventurer;모험가
debutante;데뷔탕트
colonial_b;식민지의
disgraced;불명예
priest;성직자
rising_star;떠오르는 샛별
politician;정치인
poet;시인
cartographer;지도 제작자
professor;교수
old_school;구식
eccentric_genius;괴짜 천재
gifted_administrator;타고난 행정가
innovative_tactician;혁신적인 전술가
expert_raider;전문 습격자
natural_born_leader;타고난 지휘관
megalomaniac;과대망상증 환자
hated;미움받음
cursed_luck;저주받은 운
clueless;무지함
diplomat;외교관
powerful_friends;권력자 친구
immoral;부도덕함
womanizer;바람둥이
warmonger;호전광
corrupt;부패함
bootlicker;아첨꾼
sycophant;알랑쇠
toady;간신
yesman;예스맨
brownnoser;아부꾼
spoiled;응석받이
school_of_defense;방어주의 학파
school_of_offense;공격주의 학파
school_of_the_bayonet;총검주의 학파
school_of_firepower;화력주의 학파
artillerist;포술가
uncommonly_young;보기 드문 젊음
sucker;얼간이
sad_sack;굼벵이
unfit;부적격자
unqualified;자격 미달
pawn;장기말
elderly;고령
incompetent;무능함
TYPE_INF;보병
TYPE_CAV;기병
TYPE_TANKS;전차
TYPE_PLANES;항공기
TYPE_BIGSHIP;대형함
TYPE_LIGHTSHIP;소형함
TYPE_TRANSPORT;수송선
TERRAIN_MOVEMENT_COST;이동 비용:
TERRAIN_ATTACK;공격:
TERRAIN_DEFENCE;방어:
SUBTT_STRENGTH;병력
SUBTT_ORG;조직력
SUBTT_EXP;경험치
LOAD_CAPACITY_LABEL;$NUM$의 무게를 적재할 수 있습니다.
TOTAL_WEIGHT;이 부대의 무게는 $NUM$입니다.
NAVAL_COUNT;주력함 §Y$CAPITAL$§W척, 호위함 §Y$ESCORTS$§W척 및 기타 §Y$OTHER$§W척
LAND_COUNT;여단 §Y$NUM$§W개
DISBAND_UNIT;부대 해산
REMOVE_DISBAND_UNIT_DRO;군대를 해산하면 국가가 유지비로 소모하는 보급품과 연료의 양이 줄어듭니다. 부대의 인원이 부족한 경우 병력이 해제되어 더 중요한 지역의 부대를 충원할 수 있습니다.
NEW_UNIT;새 부대 창설
NEW_UNIT_DRO;새 부대를 창설하면 빈 부대가 생성되며, 현재 부대의 일부를 해당 부대에 할당할 수 있습니다.
OSELECT_UNIT;이 부대 선택
OSELECT_UNIT_DRO;여러 부대가 선택된 경우, 이 옵션을 사용하면 해당 부대만 선택할 수 있습니다.
DESELECT_UNIT;현재 부대 선택 해제
DESELECT_UNIT_DRO;이 버튼을 누르면 현재 부대 창이 닫힙니다.
MERGE_UNITS;선택한 부대 병합
MERGE_UNITS_DRO;병합 옵션을 선택하면 현재 선택된 부대들을 하나의 부대로 병합합니다.
REORGANISE_UNITS;이 두 부대를 재편성
NO_REORGANISE_UNITS;2개의 부대가 선택되었을 때만 재편성할 수 있습니다.
REORGANISE_UNITS_DRO;두 부대를 재편성하면 두 부대 사이에서 하위 부대들을 이동시킬 수 있습니다.
TRANSFER_SUB;이동
TRANSFER_SUB_DRO;여기를 클릭하면 현재 부대에서 다른 부대로 하위 부대를 이동시킵니다.
CONFIRM_DISBAND_TITLE;이 부대를 해산하시겠습니까?
CONFIRM_DISBAND_DESC;해산하면 게임에서 이 부대가 완전히 제거되며, 더 이상 유지비를 지불하지 않아도 됩니다. 부대에 남은 인력은 모두 국가 인력풀로 반환됩니다.
SUNK_SHIP_LABEL;$NAME$에 의해 격침된 함선입니다.
SUNK_SHIPS;격침된 함선
NAME;이름
TRAITS;특성
PRESTIGE_SCORE;위신: §Y$VAL$§W
MILITARY_SCORE;군사: §Y$VAL$§W
INDUSTRIAL_SCORE;산업: §Y$VAL$§W
BE_POPULATION;인구:
BE_PROVINCES;프로빈스:
BE_FACTORIES;공장:
BE_LITERACY;문해율:
BE_NAVY;군함:
BE_ARMY;여단:
BE_GOV;정부:
BE_PARTY;집권당:
BA_WORK_FORCE;노동 인구
BA_IDEOLOGY;이념
REMOVE_BE_GREAT_POWER;열강
REMOVE_BE_SECOND_RANK;식민 국가
BE_IN_SPHERE_OF;$COUNTRY$의 세력권
BE_INDEPENDENT_NATION;독립국
BE_PRESTIGE;위신
BE_INDUSTRY;산업 점수
BE_MILITARY;군사 점수
GC_NAME;그랜드 캠페인
